No. of voting,Title,Subscript,Link,voting_id,Session,Dates
54,Drugie czytanie projektu ustawy o zmianie ustawy o komornikach sądowych i egzekucji,Poprawka,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1020.html",1020,"Posiedzenie: 27. posiedzenie Senatu RP VIII kadencji, 2 dzień",20 i 21 lutego 2013 r.
55,Drugie czytanie projektu ustawy o zmianie ustawy o komornikach sądowych i egzekucji,Przyjęcie projektu wraz z poprawką,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1021.html",1021,"Posiedzenie: 27. posiedzenie Senatu RP VIII kadencji, 2 dzień",20 i 21 lutego 2013 r.
56,Drugie czytanie projektu ustawy o zmianie ustawy o świadczeniach pieniężnych z ubezpieczenia społecznego w razie choroby i macierzyństwa,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1022.html",1022,"Posiedzenie: 27. posiedzenie Senatu RP VIII kadencji, 2 dzień",20 i 21 lutego 2013 r.
57,Ustawa o terminach zapłaty w transakcjach handlowych,"Poprawka 1, 2","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1023.html",1023,"Posiedzenie: 27. posiedzenie Senatu RP VIII kadencji, 2 dzień",20 i 21 lutego 2013 r.
58,Ustawa o terminach zapłaty w transakcjach handlowych,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1024.html",1024,"Posiedzenie: 27. posiedzenie Senatu RP VIII kadencji, 2 dzień",20 i 21 lutego 2013 r.
59,Ustawa o terminach zapłaty w transakcjach handlowych,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1025.html",1025,"Posiedzenie: 27. posiedzenie Senatu RP VIII kadencji, 2 dzień",20 i 21 lutego 2013 r.
60,Ustawa o terminach zapłaty w transakcjach handlowych,Poprawka 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1026.html",1026,"Posiedzenie: 27. posiedzenie Senatu RP VIII kadencji, 2 dzień",20 i 21 lutego 2013 r.
61,Ustawa o terminach zapłaty w transakcjach handlowych,Poprawka 6,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1027.html",1027,"Posiedzenie: 27. posiedzenie Senatu RP VIII kadencji, 2 dzień",20 i 21 lutego 2013 r.
62,Ustawa o terminach zapłaty w transakcjach handlowych,Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1019.html",1019,"Posiedzenie: 27. posiedzenie Senatu RP VIII kadencji, 2 dzień",20 i 21 lutego 2013 r.
63,"Ustawa o ratyfikacji Traktatu o stabilności, koordynacji i zarządzaniu w Unii Gospodarczej i Walutowej pomiędzy Królestwem Belgii, Republiką Bułgarii, Królestwem Danii, Republiką Federalną Niemiec, Republiką Estońską, Irlandią, Republiką Grecką, Królestwem Hiszpanii, Republiką Francuską, Republiką Włoską, Republiką Cypryjską, Republiką Łotewską, Republiką Litewską, Wielkim Księstwem Luksemburga, Węgrami, Maltą, Królestwem Niderlandów, Republiką Austrii, Rzecząpospolitą Polską, Republiką Portugalską, Rumunią, Republiką Słowenii, Republiką Słowacką, Republiką Finlandii i Królestwem Szwecji, sporządzonego w Brukseli dnia 2 marca 2012 r.",Wniosek o odrzucenie ustawy,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1029.html",1029,"Posiedzenie: 27. posiedzenie Senatu RP VIII kadencji, 2 dzień",20 i 21 lutego 2013 r.
64,"Ustawa o ratyfikacji Traktatu o stabilności, koordynacji i zarządzaniu w Unii Gospodarczej i Walutowej pomiędzy Królestwem Belgii, Republiką Bułgarii, Królestwem Danii, Republiką Federalną Niemiec, Republiką Estońską, Irlandią, Republiką Grecką, Królestwem Hiszpanii, Republiką Francuską, Republiką Włoską, Republiką Cypryjską, Republiką Łotewską, Republiką Litewską, Wielkim Księstwem Luksemburga, Węgrami, Maltą, Królestwem Niderlandów, Republiką Austrii, Rzecząpospolitą Polską, Republiką Portugalską, Rumunią, Republiką Słowenii, Republiką Słowacką, Republiką Finlandii i Królestwem Szwecji, sporządzonego w Brukseli dnia 2 marca 2012 r.",Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1028.html",1028,"Posiedzenie: 27. posiedzenie Senatu RP VIII kadencji, 2 dzień",20 i 21 lutego 2013 r.
1,Drugie czytanie projektu uchwały w sprawie objęcia przez Senat Rzeczypospolitej Polskiej honorowym patronatem Wielkiego słownika języka polskiego PAN,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1070.html",1070,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 1 dzień",3 i 4 kwietnia 2013 r.
2,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1072.html",1072,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
3,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1073.html",1073,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
4,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1074.html",1074,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
5,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1075.html",1075,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
6,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1076.html",1076,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
7,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 6,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1077.html",1077,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
8,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 7,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1078.html",1078,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
9,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 8,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1079.html",1079,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
10,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 9,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1080.html",1080,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
11,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 10,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1081.html",1081,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
12,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 11,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1082.html",1082,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
13,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,"Poprawka 12, 54","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1083.html",1083,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
14,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 13,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1084.html",1084,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
15,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 14,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1085.html",1085,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
16,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 15,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1086.html",1086,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
17,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 16,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1087.html",1087,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
18,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 17,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1088.html",1088,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
19,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 18,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1089.html",1089,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
20,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 19,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1090.html",1090,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
21,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 20,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1091.html",1091,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
22,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 21,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1092.html",1092,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
23,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 23,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1093.html",1093,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
24,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 24,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1094.html",1094,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
25,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 25,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1095.html",1095,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
26,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 26,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1096.html",1096,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
27,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 27,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1097.html",1097,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
28,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 28,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1098.html",1098,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
29,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 29,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1099.html",1099,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
30,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 30,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1100.html",1100,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
31,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 31,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1101.html",1101,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
32,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 32,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1102.html",1102,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
33,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 33,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1103.html",1103,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
34,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 34,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1104.html",1104,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
35,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 35,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1105.html",1105,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
36,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 36,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1106.html",1106,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
37,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 37,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1107.html",1107,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
38,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 38,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1108.html",1108,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
39,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 39,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1109.html",1109,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
40,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 40,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1110.html",1110,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
41,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 41,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1111.html",1111,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
42,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 42,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1112.html",1112,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
43,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 43,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1113.html",1113,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
44,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 44,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1114.html",1114,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
45,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 45,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1115.html",1115,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
46,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 46,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1116.html",1116,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
47,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 47,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1117.html",1117,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
48,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 48,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1118.html",1118,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
49,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 49,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1119.html",1119,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
50,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 50,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1120.html",1120,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
51,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 51,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1121.html",1121,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
52,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 52,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1122.html",1122,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
53,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 53,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1123.html",1123,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
54,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 55,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1124.html",1124,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
55,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 56,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1071.html",1071,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
56,Ustawa o zmianie ustawy o spółdzielczych kasach oszczędnościowo-kredytowych oraz niektórych innych ustaw,Poprawka 57,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,1126.html",1126,"Posiedzenie: 30. posiedzenie Senatu RP VIII kadencji, 2 dzień",3 i 4 kwietnia 2013 r.
